accession,strain,qseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,sseqid_2
CP000378,Burkholderia cenocepacia,Oe6_s08731,72.94,1068,224,49,7076,8100,1183433,1182388,2.77e-79,311,1
CP000390,Chelativorans sp. BNC1,Oe6_s03144,89.157,83,9,0,2708,2790,2018001,2017919,2.47e-17,104,1
CP000435,Synechococcus sp. CC9311,Oe6_s03307,90.11,91,9,0,352,442,140232,140322,4.73e-22,119,1
CP000438,Pseudomonas aeruginosa,Oe6_s04615,77.568,2541,475,75,35007,37510,4394978,4397460,0,1447,1
CP000438,Pseudomonas aeruginosa,Oe6_s04615,79.781,1553,284,27,11349,12886,1946030,1947567,0,1101,1
CP000440,Burkholderia ambifaria,Oe6_s03283,73.04,523,105,26,1951,2455,1176799,1176295,5.2e-32,152,1
CP000453,Alkalilimnicola ehrlichii,Oe6_s11298,71.183,465,122,11,100,558,1624789,1625247,1.4e-18,106,1
CP000458,Burkholderia cenocepacia,Oe6_s03283,75.25,400,85,11,1951,2343,1315163,1314771,8.58e-40,178,1
CP000458,Burkholderia cenocepacia,Oe6_s03283,73.062,516,105,25,1951,2449,1318478,1317980,5.2e-32,152,1
CP000458,Burkholderia cenocepacia,Oe6_s08731,72.94,1068,224,49,7076,8100,1728118,1727073,2.77e-79,311,1
CP000473,Candidatus Solibacter usitatus,Oe6_s03307,84.956,113,17,0,337,449,1437961,1438073,6.12e-21,115,1
CP000482,Pelobacter propionicus,Oe6_s03283,73.333,450,114,6,2003,2449,2376842,2377288,8.64e-35,161,1
CP000482,Pelobacter propionicus,Oe6_s03283,73.148,324,73,13,2003,2319,2379919,2380235,1.48e-17,104,1
CP000512,Acidovorax citrulli,Oe6_s04615,76.382,2731,505,104,34834,37506,938328,935680,0,1341,1
CP000512,Acidovorax citrulli,Oe6_s02653,79.779,5519,937,130,2253,7678,669612,675044,0,3843,1
CP000512,Acidovorax citrulli,Oe6_s08731,72.82,1078,229,47,7067,8100,3353053,3354110,9.97e-79,309,1
CP000514,Marinobacter hydrocarbonoclasticus,Oe6_s04615,77.16,1944,402,35,35578,37503,4278923,4277004,0,1092,1
CP000539,Acidovorax sp. JS42,Oe6_s02653,78.281,5516,1029,124,2253,7679,405275,410710,0,3393,1
CP000555,Methylibium petroleiphilum,Oe6_s08731,73.471,1210,215,81,6964,8101,120371,119196,9.76e-94,359,1
CP000555,Methylibium petroleiphilum,Oe6_s02653,82.499,5571,800,102,2251,7688,3643284,3637756,0,4724,1
CP000555,Methylibium petroleiphilum,Oe6_s02989,84.582,1161,177,2,5,1164,1868948,1870107,0,1151,1
CP000614,Burkholderia vietnamiensis,Oe6_s03283,73.881,536,114,22,1951,2473,1203658,1203136,1.1e-43,191,1
CP000628,Agrobacterium tumefaciens,Oe6_s02989,81.782,1246,199,22,1,1232,226559,227790,0,1018,1
CP000628,Agrobacterium tumefaciens,Oe6_s02715,72.616,409,81,27,28374,28768,3344604,3344213,5.79e-17,106,1
CP000647,Klebsiella pneumoniae,Oe6_s01851,85.476,599,87,0,1,599,5239345,5238747,5.63e-175,625,1
CP000680,Pseudomonas mendocina,Oe6_s04615,77.375,2537,487,68,35007,37510,3489550,3492032,0,1424,1
CP000680,Pseudomonas mendocina,Oe6_s10896,77.465,639,135,9,1925,2558,2249889,2249255,1.37e-98,374,1
CP000697,Acidiphilium cryptum,Oe6_s10896,77.896,751,144,21,1913,2652,708352,707613,7.99e-121,448,1
CP000709,Brucella ovis,Oe6_s03144,87.64,89,10,1,2696,2783,605756,605844,8.89e-17,102,1
CP000712,Pseudomonas putida,Oe6_s03283,73.077,364,82,12,1994,2349,2487352,2487707,6.82e-21,115,1
CP000744,Pseudomonas aeruginosa,Oe6_s04615,81.614,1338,226,18,11349,12676,1928147,1929474,0,1090,1
CP000744,Pseudomonas aeruginosa,Oe6_s04615,77.647,2541,473,75,35007,37510,4362975,4365457,0,1458,1
CP000747,Phenylobacterium zucineum,Oe6_s03144,77.425,567,120,8,1043,1605,2071428,2070866,1.04e-85,331,1
CP000747,Phenylobacterium zucineum,Oe6_s03144,94.737,76,4,0,2707,2782,1519927,1519852,8.83e-22,119,1
CP000759,Ochrobactrum anthropi,Oe6_s03144,90.667,75,7,0,2708,2782,1068874,1068948,3.2e-16,100,1
CP000774,Parvibaculum lavamentivorans,Oe6_s03144,74.576,649,143,15,1055,1692,797798,797161,1.07e-65,265,1
CP000781,Xanthobacter autotrophicus,Oe6_s08731,75.24,1147,244,30,6984,8110,1396165,1395039,9.16e-139,508,1
CP000802,Escherichia coli,Oe6_s01851,97.997,599,12,0,1,599,4584875,4584277,0,1040,1
CP000819,Escherichia coli,Oe6_s01851,98.331,599,10,0,1,599,4570858,4570260,0,1051,1
CP000868,Burkholderia multivorans,Oe6_s03283,74.345,534,115,19,1951,2473,2316700,2317222,1.09e-48,207,1
CP000868,Burkholderia multivorans,Oe6_s03283,73.837,516,99,26,1951,2448,2313391,2313888,3.99e-38,172,1
CP000874,Sinorhizobium fredii,Oe6_s10896,81.14,737,123,15,1925,2653,259988,259260,9.76e-160,577,1
CP000884,Delftia acidovorans,Oe6_s03283,73.131,428,93,19,2039,2455,2669755,2669339,1.88e-26,134,1
CP000884,Delftia acidovorans,Oe6_s02653,78.235,5518,1033,117,2250,7678,1150285,1155723,0,3382,1
CP000884,Delftia acidovorans,Oe6_s04615,79.844,1920,332,47,35609,37505,1682995,1681108,0,1351,1
CP000888,Brucella abortus,Oe6_s03144,88.372,86,9,1,2699,2783,611915,611830,8.89e-17,102,1
CP000908,Methylobacterium extorquens,Oe6_s02989,80.36,1334,235,27,2657,3978,4823087,4824405,0,987,1
CP000908,Methylobacterium extorquens,Oe6_s02989,85.749,1235,164,10,5,1233,4820487,4821715,0,1295,1
CP000908,Methylobacterium extorquens,Oe6_s03144,90.789,76,7,0,2708,2783,5255215,5255140,8.89e-17,102,1
CP000908,Methylobacterium extorquens,Oe6_s08731,86.644,1153,150,4,6959,8109,3778831,3777681,0,1273,1
CP000912,Brucella suis,Oe6_s03144,87.64,89,10,1,2696,2783,604961,605049,8.89e-17,102,1
CP000927,Caulobacter sp. K31,Oe6_s03144,97.647,85,2,0,691,775,2313674,2313758,4.05e-30,147,1
CP000943,Methylobacterium sp. 4-46,Oe6_s03144,88.043,92,9,2,2691,2781,6461922,6462012,1.91e-18,108,1
CP000943,Methylobacterium sp. 4-46,Oe6_s08731,84.389,1153,164,13,6965,8109,5503832,5504976,0,1118,1
CP000943,Methylobacterium sp. 4-46,Oe6_s08731,86.056,502,64,6,8268,8766,5634085,5634583,1.51e-146,534,1
CP000943,Methylobacterium sp. 4-46,Oe6_s02989,78.299,1599,287,53,4302,5867,385245,383674,0,976,1
CP000943,Methylobacterium sp. 4-46,Oe6_s08731,71.933,652,135,43,308,938,6807784,6808408,8.27e-30,147,1
CP000946,Escherichia coli,Oe6_s01851,98.664,599,8,0,1,599,4061458,4062056,0,1062,1
CP000958,Burkholderia cenocepacia,Oe6_s03283,73.485,528,122,15,1951,2469,1277138,1276620,1.84e-41,183,1
CP000958,Burkholderia cenocepacia,Oe6_s08731,72.965,1069,222,50,7076,8100,1706638,1705593,2.77e-79,311,1
CP000964,Klebsiella pneumoniae,Oe6_s01851,85.476,599,87,0,1,599,4889574,4890172,5.63e-175,625,1
CP000967,Xanthomonas oryzae,Oe6_s10896,79.409,1151,221,16,4,1146,452957,451815,0,798,2
CP001001,Methylobacterium radiotolerans,Oe6_s10896,88.918,767,83,2,1913,2678,1415450,1414685,0,944,1
CP001001,Methylobacterium radiotolerans,Oe6_s08731,82.547,2756,417,42,1308,4018,1404668,1401932,0,2366,1
CP001001,Methylobacterium radiotolerans,Oe6_s08731,91.092,1841,160,4,6959,8796,1400950,1399111,0,2488,1
CP001001,Methylobacterium radiotolerans,Oe6_s02989,89.311,4163,381,46,4,4143,1843723,1839602,0,5164,1
CP001001,Methylobacterium radiotolerans,Oe6_s02989,86.117,3371,432,26,4236,7582,1839556,1836198,0,3600,1
CP001001,Methylobacterium radiotolerans,Oe6_s10896,87.549,257,30,2,1611,1866,1415704,1415449,3.06e-75,296,1
CP001013,Leptothrix cholodnii,Oe6_s04615,79.13,1955,341,62,35574,37499,418928,420844,0,1288,1
CP001013,Leptothrix cholodnii,Oe6_s02653,79.989,3743,650,65,2248,5920,4416766,4413053,0,2671,1
CP001016,Beijerinckia indica,Oe6_s03283,75.664,452,96,14,2030,2474,1352178,1351734,2.35e-50,213,1
CP001025,Burkholderia ambifaria,Oe6_s03283,72.952,525,102,28,1951,2455,1180899,1180395,2.42e-30,147,1
CP001029,Methylobacterium populi,Oe6_s02989,81.102,1307,224,23,2682,3978,5182371,5183664,0,1024,1
CP001029,Methylobacterium populi,Oe6_s02989,86.109,1231,165,6,5,1232,5179851,5181078,0,1321,1
CP001029,Methylobacterium populi,Oe6_s02989,77.752,1753,327,55,4271,5990,1987114,1988836,0,1018,1
CP001029,Methylobacterium populi,Oe6_s03144,90.789,76,7,0,2708,2783,5611568,5611493,8.89e-17,102,1
CP001029,Methylobacterium populi,Oe6_s08731,86.147,1155,154,6,6958,8109,3843057,3841906,0,1242,1
CP001063,Shigella boydii,Oe6_s01851,97.997,599,12,0,1,599,4554586,4553988,0,1040,1
CP001096,Rhodopseudomonas palustris,Oe6_s03283,74.231,520,124,10,1952,2466,1611176,1610662,3.04e-49,209,1
CP001096,Rhodopseudomonas palustris,Oe6_s03283,76,450,102,6,2003,2449,3099404,3099850,8.4e-55,228,1
CP001096,Rhodopseudomonas palustris,Oe6_s08731,75.649,501,100,18,8273,8762,3142738,3143227,7.99e-55,230,1
CP001111,Stenotrophomonas maltophilia,Oe6_s03283,73.864,440,96,16,2018,2449,4156701,4157129,1.12e-33,158,1
CP001125,Salmonella enterica,Oe6_s11194,100,1172,0,0,10,1181,24641,23470,0,2165,1
CP001189,Gluconacetobacter diazotrophicus,Oe6_s10896,76.664,1097,234,19,1,1086,1035448,1034363,4.51e-163,588,1
CP001189,Gluconacetobacter diazotrophicus,Oe6_s10896,76.455,1100,231,26,1,1086,235941,234856,4.54e-158,571,1
CP001220,Comamonas testosteroni,Oe6_s04615,78.456,1982,372,49,35548,37506,4585583,4587532,0,1243,2
CP001220,Comamonas testosteroni,Oe6_s02653,77.233,3997,790,90,2235,6165,4983139,4979197,0,2230,2
CP001281,Thauera sp. MZ1T,Oe6_s01763,80.299,736,131,13,18,746,3474829,3474101,2.09e-150,544,2
CP001281,Thauera sp. MZ1T,Oe6_s01763,86.992,123,16,0,20,142,3719266,3719388,1.15e-28,139,2
CP001298,Methylobacterium extorquens,Oe6_s02989,80.735,1334,230,27,2657,3978,4988340,4989658,0,1014,1
CP001298,Methylobacterium extorquens,Oe6_s02989,86.12,1232,165,6,5,1233,4985740,4986968,0,1323,1
CP001298,Methylobacterium extorquens,Oe6_s08731,87.193,1140,144,2,6971,8109,3920605,3919467,0,1295,1
CP001298,Methylobacterium extorquens,Oe6_s03144,90.789,76,7,0,2708,2783,5533791,5533716,8.89e-17,102,1
CP001339,Thioalkalivibrio sulfidiphilus,Oe6_s04615,78.457,2748,511,65,34795,37506,2758486,2755784,0,1720,1
CP001340,Caulobacter vibrioides,Oe6_s03144,100,75,0,0,699,773,1492060,1491986,6.78e-28,139,1
CP001340,Caulobacter vibrioides,Oe6_s03144,100,75,0,0,699,773,1491850,1491776,6.78e-28,139,1
CP001349,Methylobacterium nodulans,Oe6_s08731,86.615,1158,143,10,6958,8109,5407486,5408637,0,1269,1
CP001349,Methylobacterium nodulans,Oe6_s02989,84.94,1162,171,4,5,1164,4857202,4858361,0,1173,1
CP001349,Methylobacterium nodulans,Oe6_s08731,85.798,514,70,3,8265,8776,5624693,5625205,9.03e-149,542,1
CP001349,Methylobacterium nodulans,Oe6_s03144,90,80,7,1,2703,2781,6487984,6488063,8.89e-17,102,1
CP001350,Methylobacterium nodulans,Oe6_s07007,71.729,665,142,39,511,1146,51508,52155,1.37e-29,145,1
CP001383,Shigella flexneri,Oe6_s01851,97.997,599,12,0,1,599,4590755,4590157,0,1040,1
CP001392,Acidovorax ebreus,Oe6_s02653,78.209,5516,1033,124,2253,7679,396141,401576,0,3371,1
CP001489,Brucella melitensis,Oe6_s03144,87.64,89,10,1,2696,2783,584430,584518,8.89e-17,102,1
CP001509,Escherichia coli,Oe6_s01851,98.497,599,9,0,1,599,4499999,4499401,0,1057,3
CP001510,Methylobacterium extorquens,Oe6_s02989,86.445,1232,161,6,5,1233,4856704,4857932,0,1345,1
CP001510,Methylobacterium extorquens,Oe6_s08731,86.817,1153,148,4,6959,8109,3775983,3774833,0,1284,1
CP001510,Methylobacterium extorquens,Oe6_s02989,80.614,1336,228,30,2657,3978,4859304,4860622,0,1003,1
CP001510,Methylobacterium extorquens,Oe6_s03144,90.789,76,7,0,2708,2783,5306927,5306852,8.89e-17,102,1
CP001624,Rhizobium leguminosarum,Oe6_s02989,80.478,1255,220,23,4,1246,551917,550676,0,937,1
CP001635,Variovorax paradoxus,Oe6_s02653,79.451,5572,926,156,2247,7679,5374761,5369270,0,3744,1
CP001635,Variovorax paradoxus,Oe6_s02989,82.848,1236,192,19,5,1230,4290356,4289131,0,1090,1
CP001644,Ralstonia pickettii,Oe6_s10896,76.348,575,111,21,1944,2507,2526401,2525841,6.63e-72,285,1
CP001644,Ralstonia pickettii,Oe6_s04615,78.31,2047,364,65,35503,37506,2778707,2776698,0,1247,1
CP001665,Escherichia coli,Oe6_s01851,98.497,599,9,0,1,599,3842474,3843072,0,1057,1
CP001832,Sinorhizobium meliloti,Oe6_s02989,81.931,1212,195,20,1,1200,329828,331027,0,1003,1
CP001852,Brucella melitensis,Oe6_s03144,87.64,89,10,1,2696,2783,584694,584782,8.89e-17,102,1
CP001905,Thioalkalivibrio sp. K90mix,Oe6_s04615,78.698,2718,493,69,34829,37506,1535324,1532653,0,1733,1
CP001918,Enterobacter cloacae,Oe6_s11194,99.915,1172,1,0,10,1181,2181101,2179930,0,2159,1
CP001918,Enterobacter cloacae,Oe6_s11194,99.829,1172,2,0,10,1181,3784914,3783743,0,2154,1
CP001918,Enterobacter cloacae,Oe6_s11194,99.574,1175,2,3,10,1181,2348745,2347571,0,2139,1
CP001918,Enterobacter cloacae,Oe6_s11194,99.915,1173,1,0,9,1181,3491867,3493039,0,2161,1
CP001918,Enterobacter cloacae,Oe6_s11194,99.829,1172,2,0,10,1181,3901200,3900029,0,2154,1
CP001918,Enterobacter cloacae,Oe6_s11194,99.829,1172,2,0,10,1181,2522471,2523642,0,2154,1
CP001918,Enterobacter cloacae,Oe6_s11194,99.744,1173,2,1,10,1181,682214,683386,0,2148,1
CP001918,Enterobacter cloacae,Oe6_s11194,99.915,1173,1,0,9,1181,3558526,3559698,0,2161,1
CP001918,Enterobacter cloacae,Oe6_s11194,99.915,1172,1,0,10,1181,2751171,2752342,0,2159,1
CP001918,Enterobacter cloacae,Oe6_s11194,99.829,1172,2,0,10,1181,413487,412316,0,2154,1
CP001918,Enterobacter cloacae,Oe6_s11194,99.915,1172,1,0,10,1181,2630791,2631962,0,2159,1
CP001918,Enterobacter cloacae,Oe6_s11194,99.829,1173,2,0,9,1181,161946,160774,0,2156,1
CP001919,Enterobacter cloacae,Oe6_s11194,99.915,1172,1,0,10,1181,87081,85910,0,2159,1
CP002008,Caulobacter segnis,Oe6_s03144,100,75,0,0,699,773,1714017,1713943,6.78e-28,139,1
CP002008,Caulobacter segnis,Oe6_s03144,100,75,0,0,699,773,1713789,1713715,6.78e-28,139,1
CP002014,Burkholderia sp. CCGE1002,Oe6_s03283,73.8,500,97,28,2003,2485,1788284,1787802,1.86e-36,167,1
CP002039,Herbaspirillum seropedicae,Oe6_s02989,83.041,1085,170,13,5,1081,2795505,2796583,0,972,1
CP002039,Herbaspirillum seropedicae,Oe6_s04615,78.95,1981,362,51,35548,37505,413604,415552,0,1297,1
CP002039,Herbaspirillum seropedicae,Oe6_s03283,72.738,884,205,31,1601,2466,2821903,2822768,6.4e-66,265,1
CP002040,Nocardiopsis dassonvillei,Oe6_s04615,79.144,1985,341,60,35553,37505,5472637,5470694,0,1304,1
CP002079,Brucella pinnipedialis,Oe6_s03144,87.64,89,10,1,2696,2783,659240,659328,8.89e-17,102,1
CP002083,Hyphomicrobium denitrificans,Oe6_s03144,92.308,78,6,0,696,773,1267305,1267382,1.48e-19,111,1
CP002102,Brevundimonas subvibrioides,Oe6_s03144,88.889,108,8,3,699,805,1802326,1802430,4.08e-25,130,1
CP002102,Brevundimonas subvibrioides,Oe6_s03144,100,75,0,0,2707,2781,1803582,1803508,6.78e-28,139,1
CP002185,Escherichia coli,Oe6_s01851,98.497,599,9,0,1,599,4842265,4841667,0,1057,1
CP002272,[Enterobacter] lignolyticus,Oe6_s03283,74.55,444,95,16,2039,2473,1718433,1717999,8.58e-40,178,1
CP002279,Mesorhizobium opportunistum,Oe6_s03283,74.315,292,50,20,2030,2310,3750444,3750721,1.91e-16,100,1
CP002279,Mesorhizobium opportunistum,Oe6_s08731,75.829,1055,213,38,7068,8101,305119,306152,1.98e-135,497,1
CP002279,Mesorhizobium opportunistum,Oe6_s03144,90.667,75,7,0,2708,2782,4070272,4070346,3.2e-16,100,1
CP002290,Pseudomonas putida,Oe6_s03283,82.927,123,21,0,1994,2116,2511609,2511731,8.83e-20,111,1
CP002417,Variovorax paradoxus,Oe6_s02989,83.874,1172,180,9,5,1172,5136925,5135759,0,1109,1
CP002417,Variovorax paradoxus,Oe6_s02653,79.14,5561,953,149,2247,7679,6272939,6267458,0,3651,1
CP002417,Variovorax paradoxus,Oe6_s11298,75.504,347,67,16,121,458,1705291,1704954,4.93e-33,154,1
CP002418,Rhodopseudomonas palustris,Oe6_s03283,73.84,1185,270,35,1308,2472,2022051,2020887,4.61e-117,435,1
CP002418,Rhodopseudomonas palustris,Oe6_s03283,74.598,311,67,11,2145,2449,3090374,3090070,3.15e-24,126,1
CP002446,Pseudoxanthomonas suwonensis,Oe6_s02989,83.628,1130,169,16,5,1126,1436918,1438039,0,1048,1
CP002447,Mesorhizobium ciceri,Oe6_s08731,72.719,1052,249,31,7071,8103,894842,893810,1.66e-81,318,1
CP002447,Mesorhizobium ciceri,Oe6_s03283,75.585,299,58,13,2030,2322,3391934,3392223,1.88e-26,134,1
CP002447,Mesorhizobium ciceri,Oe6_s03144,90.667,75,7,0,2708,2782,3634506,3634580,3.2e-16,100,1
CP002449,Alicycliphilus denitrificans,Oe6_s02653,79.083,5517,980,125,2253,7679,4146163,4140731,0,3635,1
CP002460,Brucella melitensis,Oe6_s03144,87.64,89,10,1,2696,2783,584511,584599,8.89e-17,102,1
CP002496,Pseudomonas aeruginosa,Oe6_s04615,79.717,1553,285,27,11349,12886,1904856,1906393,0,1096,1
CP002496,Pseudomonas aeruginosa,Oe6_s04615,77.45,2541,478,74,35007,37510,4305209,4307691,0,1430,1
CP002516,Escherichia coli,Oe6_s01851,98.497,599,9,0,1,599,4170605,4171203,0,1057,1
CP002521,Acidovorax avenae,Oe6_s04615,79.553,1922,318,59,35624,37506,875285,873400,0,1303,1
CP002521,Acidovorax avenae,Oe6_s08731,72.535,1085,230,51,7068,8106,2502312,2501250,3.61e-73,291,1
CP002521,Acidovorax avenae,Oe6_s02653,79.667,5523,934,127,2253,7678,629531,634961,0,3803,1
CP002580,Burkholderia glumae,Oe6_s03283,73.922,510,111,21,1951,2449,1190351,1189853,5.13e-42,185,1
CP002599,Burkholderia gladioli,Oe6_s02653,75.455,3679,771,98,2282,5913,361205,364798,0,1670,1
CP002620,Pseudomonas mendocina,Oe6_s08731,70.857,1050,268,34,7070,8100,5075961,5076991,1.04e-48,209,1
CP002620,Pseudomonas mendocina,Oe6_s04615,78.818,1997,361,52,35542,37510,3796146,3798108,0,1288,1
CP002657,Alicycliphilus denitrificans,Oe6_s02653,79.133,5516,979,123,2253,7679,4563760,4558328,0,3651,1
CP002695,Bordetella pertussis,Oe6_s02989,80.818,1173,211,14,5,1170,2919711,2920876,0,907,1
CP002727,Pseudomonas fulva,Oe6_s04615,78.816,1959,363,45,35575,37510,1912260,1910331,0,1271,1
CP002727,Pseudomonas fulva,Oe6_s11298,75.595,504,109,14,119,615,2937743,2938239,4.76e-58,237,1
CP002735,Delftia sp. Cs1-4,Oe6_s04615,79.937,1919,332,45,35609,37505,5661381,5663268,0,1362,1
CP002735,Delftia sp. Cs1-4,Oe6_s02653,78.227,5516,1037,114,2250,7678,6181147,6175709,0,3382,1
CP002738,Methylomonas methanica,Oe6_s11298,72.308,390,94,13,514,894,3854358,3854742,1.08e-19,110,1
CP002742,Sinorhizobium meliloti,Oe6_s02989,81.518,1212,200,20,1,1200,1567348,1568547,0,976,1
CP002745,Collimonas fungivorans,Oe6_s03283,73.667,938,209,33,1551,2469,1457189,1456271,2.24e-85,329,1
CP002782,Sinorhizobium meliloti,Oe6_s02989,81.848,1212,196,20,1,1200,765117,766316,0,998,1
CP002789,Xanthomonas campestris,Oe6_s10896,80,1105,206,14,1,1098,4534877,4535973,0,802,1
CP002819,Ralstonia solanacearum,Oe6_s11298,74.684,474,96,22,121,585,2423296,2423754,1.35e-43,189,1
CP002819,Ralstonia solanacearum,Oe6_s04615,79.248,2048,343,64,35503,37506,737652,739661,0,1352,1
CP002824,Klebsiella aerogenes,Oe6_s01851,85.643,599,86,0,1,599,2200528,2199930,1.21e-176,630,1
CP002877,Cupriavidus necator,Oe6_s02653,76.059,4248,797,164,2210,6339,3560744,3556599,0,2008,1
CP002881,Pseudomonas stutzeri,Oe6_s04615,78.875,1955,366,44,35575,37510,1608200,1606274,0,1279,1
CP002886,Enterobacter cloacae,Oe6_s01851,84.808,599,91,0,1,599,581080,580482,2.64e-168,603,1
CP002907,Gordonia sp. KTR9,Oe6_s08731,79.114,158,33,0,7089,7246,1699284,1699127,1.09e-18,110,1
CP002910,Klebsiella pneumoniae,Oe6_s11194,98.07,1140,22,0,10,1149,3178161,3179300,0,1984,1
CP002910,Klebsiella pneumoniae,Oe6_s01851,85.476,599,87,0,1,599,438752,438154,5.63e-175,625,1
CP002914,Xanthomonas alfalfae,Oe6_s10896,80.786,1171,206,19,1,1160,323808,322646,0,898,1
CP002932,Brucella melitensis,Oe6_s03144,87.64,89,10,1,2696,2783,583077,583165,8.89e-17,102,1
CP002967,Escherichia coli,Oe6_s01851,98.497,599,9,0,1,599,4838749,4838151,0,1057,1
CP002970,Escherichia coli,Oe6_s01851,98.497,599,9,0,1,599,4963109,4962511,0,1057,1
CP002986,Stenotrophomonas maltophilia,Oe6_s03283,73.804,439,98,13,2018,2449,4121155,4121583,1.12e-33,158,1
CP002998,Brucella suis,Oe6_s03144,87.64,89,10,1,2696,2783,604376,604464,8.89e-17,102,1
CP003002,Thermothelomyces thermophila,Oe6_s01218,75.904,1577,338,37,1245,2800,9341297,9342852,0,769,1
CP003006,Thermothelomyces thermophila,Oe6_s10369,72.523,1605,367,59,35992,37546,1091081,1089501,1.95e-121,453,1
CP003010,Thielavia terrestris,Oe6_s01218,75.34,1618,365,29,1179,2779,7885533,7887133,0,747,1
CP003010,Thielavia terrestris,Oe6_s03228,79.31,261,49,4,992,1248,673475,673216,1.08e-39,178,1
CP003026,Enterobacter asburiae,Oe6_s01851,85.546,595,86,0,5,599,566724,566130,2.02e-174,623,1
CP003057,Xanthomonas oryzae,Oe6_s10896,79.322,1151,222,16,4,1146,4767866,4766724,0,793,2
CP003087,Burkholderia sp. YI23,Oe6_s10896,76.373,601,113,24,1920,2507,2405477,2404893,3.06e-75,296,1
CP003093,Pseudoxanthomonas spadix,Oe6_s10896,79.729,1105,214,10,1,1100,1935248,1934149,0,791,2
CP003129,Brucella suis,Oe6_s03144,87.64,89,10,1,2696,2783,604426,604514,8.89e-17,102,1
CP003149,Pseudomonas aeruginosa,Oe6_s04615,77.41,2541,479,75,35007,37510,4285658,4288140,0,1424,1
CP003149,Pseudomonas aeruginosa,Oe6_s04615,81.689,1338,227,16,11349,12677,1768030,1769358,0,1098,1
CP003177,Brucella abortus,Oe6_s03144,88.372,86,9,1,2699,2783,762957,762872,8.89e-17,102,1
CP003190,Pseudomonas protegens,Oe6_s04615,78.531,1961,364,49,35574,37510,5139642,5141569,0,1236,1
CP003200,Klebsiella pneumoniae,Oe6_s01851,85.309,599,88,0,1,599,668135,667537,2.62e-173,619,1
CP003218,Klebsiella michiganensis,Oe6_s01851,85.786,598,85,0,2,599,2138506,2137909,9.35e-178,634,1
CP003358,Mesorhizobium australicum,Oe6_s03144,90.667,75,7,0,2708,2782,3802462,3802536,3.2e-16,100,1
CP003379,Terriglobus roseus,Oe6_s03283,75.943,212,41,9,616,822,2440354,2440560,1.91e-16,100,1
CP003379,Terriglobus roseus,Oe6_s03283,75.943,212,41,9,616,822,2900876,2901082,1.91e-16,100,1
CP003424,Serratia sp. SCBI,Oe6_s08731,73.298,1146,258,41,6978,8100,3285085,3286205,2.7e-99,377,1
CP003466,Alcanivorax dieselolei,Oe6_s04615,79.697,1916,334,47,35624,37516,3656875,3658758,0,1332,1
CP003514,Burkholderia sp. KJ006,Oe6_s03283,73.218,519,111,23,1951,2455,1154246,1153742,2.4e-35,163,1
CP003514,Burkholderia sp. KJ006,Oe6_s03283,73.507,536,116,22,1951,2473,1150937,1150415,2.39e-40,180,1
CP003588,Pseudomonas putida,Oe6_s03283,71.487,491,118,18,1994,2473,95093,94614,8.83e-20,111,1
CP003591,Geitlerinema sp. PCC 7407,Oe6_s06580,88.506,87,10,0,26694,26780,3521467,3521381,5.42e-17,106,1
CP003678,Enterobacter cloacae,Oe6_s03283,72.072,444,109,12,2027,2463,3279705,3280140,5.27e-22,119,1
CP003683,Klebsiella michiganensis,Oe6_s01851,84.95,598,90,0,2,599,743878,743281,2.04e-169,606,1
CP003725,Pseudomonas stutzeri,Oe6_s04615,81.27,1906,310,40,35624,37510,2719501,2717624,0,1498,1
CP003774,Burkholderia cepacia,Oe6_s03283,72.663,567,129,24,1920,2473,2554661,2555214,6.68e-36,165,1
CP003774,Burkholderia cepacia,Oe6_s03283,73.256,516,104,25,1951,2449,2551383,2551881,1.12e-33,158,1
CP003778,Xanthomonas citri,Oe6_s10896,80.294,1157,206,22,1,1146,820285,819140,0,854,1
CP003785,Klebsiella pneumoniae,Oe6_s01851,86.311,599,82,0,1,599,4631763,4632361,0,652,1
CP003811,Methylobacterium oryzae,Oe6_s03225,72.089,541,133,14,2755,3286,3251456,3250925,3.07e-30,147,1
CP003811,Methylobacterium oryzae,Oe6_s10896,86.466,266,34,2,1602,1866,1740675,1740411,1.42e-73,291,1
CP003811,Methylobacterium oryzae,Oe6_s10896,88.136,767,89,2,1913,2678,1740412,1739647,0,911,1
CP003811,Methylobacterium oryzae,Oe6_s02989,93.878,1372,75,7,4,1370,2176852,2175485,0,2060,1
