accession,taxid,superkingdom,phylum,class,order,family,genus,species,strain
XM_009258564,1028729,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium pseudograminearum,Fusarium pseudograminearum CS3096
LM042032,6265,Eukaryota,Nematoda,Chromadorea,Ascaridida,Toxocaridae,Toxocara,Toxocara canis,
LK913320,42155,Eukaryota,Nematoda,Chromadorea,Spirurida,Onchocercidae,Brugia,Brugia timori,
LK917672,42155,Eukaryota,Nematoda,Chromadorea,Spirurida,Onchocercidae,Brugia,Brugia timori,
LK964371,6280,Eukaryota,Nematoda,Chromadorea,Spirurida,Onchocercidae,Brugia,Brugia pahangi,
LK966056,6280,Eukaryota,Nematoda,Chromadorea,Spirurida,Onchocercidae,Brugia,Brugia pahangi,
LL130771,157069,Eukaryota,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Trichobilharzia,Trichobilharzia regenti,
XR_662257,7955,Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Danio,Danio rerio,
LL324563,6269,Eukaryota,Nematoda,Chromadorea,Ascaridida,Anisakidae,Anisakis,Anisakis simplex,
LL336473,6269,Eukaryota,Nematoda,Chromadorea,Ascaridida,Anisakidae,Anisakis,Anisakis simplex,
LL752677,637853,Eukaryota,Nematoda,Chromadorea,Spirurida,Gongylonematidae,Gongylonema,Gongylonema pulchrum,
CP009451,158822,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea neteri,
CP003811,693986,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium oryzae,Methylobacterium oryzae CBMB20
LL806712,637853,Eukaryota,Nematoda,Chromadorea,Spirurida,Gongylonematidae,Gongylonema,Gongylonema pulchrum,
LM011280,6293,Eukaryota,Nematoda,Chromadorea,Spirurida,Onchocercidae,Wuchereria,Wuchereria bancrofti,
LL999093,6248,Eukaryota,Nematoda,Chromadorea,Tylenchida,Strongyloididae,Strongyloides,Strongyloides stercoralis,
LM553988,387005,Eukaryota,Nematoda,Chromadorea,Spirurida,Onchocercidae,Onchocerca,Onchocerca flexuosa,
CP009458,158822,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea neteri,
CP009459,158822,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea neteri,
CP009448,562971,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,Achromobacter xylosoxidans C54
CP009455,157783,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas cremoricolorata,
CP009290,86192,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas chlororaphis,
AP014599,4911,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces marxianus,
XM_009352563,225117,Eukaryota,Streptophyta,,Rosales,Rosaceae,Pyrus,Pyrus x bretschneideri,
CP008929,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP009571,1549858,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas taxi,
CP008932,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP008933,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP004385,1250339,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia thailandensis,Burkholderia thailandensis MSMB59
XM_009545020,747525,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Bondarzewiaceae,Heterobasidion,Heterobasidion irregulare,Heterobasidion irregulare TC 32-1
XM_009551217,747525,Eukaryota,Basidiomycota,Agaricomycetes,Russulales,Bondarzewiaceae,Heterobasidion,Heterobasidion irregulare,Heterobasidion irregulare TC 32-1
CP007495,1172205,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella holmesii,Bordetella holmesii 44057
CP004381,1249665,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia thailandensis,Burkholderia thailandensis E254
CP009578,1412834,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli FAP1
XM_009651749,498257,Eukaryota,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium dahliae,Verticillium dahliae VdLs.17
XM_009650860,498257,Eukaryota,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium dahliae,Verticillium dahliae VdLs.17
XM_009654032,498257,Eukaryota,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium dahliae,Verticillium dahliae VdLs.17
XM_009653363,498257,Eukaryota,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium dahliae,Verticillium dahliae VdLs.17
NM_001302415,9598,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Pan,Pan troglodytes,
CP009291,1088721,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium pentaromativorans,Novosphingobium pentaromativorans US6-1
CP009553,93220,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea pnomenusa,
XM_009850997,510951,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora tetrasperma,Neurospora tetrasperma FGSC 2508
XM_009854824,510951,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora tetrasperma,Neurospora tetrasperma FGSC 2508
XM_009851802,510951,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora tetrasperma,Neurospora tetrasperma FGSC 2508
XM_009858054,510951,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora tetrasperma,Neurospora tetrasperma FGSC 2508
XM_009857178,510951,Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora tetrasperma,Neurospora tetrasperma FGSC 2508
HG970332,5518,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium graminearum,
HG970333,5518,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium graminearum,
HG970335,5518,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium graminearum,
AP014655,150396,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. MT-1,
CP009756,550,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,
FO905881,225344,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria biglobosa,Leptosphaeria biglobosa 'thlaspii' group
FO905887,225344,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria biglobosa,Leptosphaeria biglobosa 'thlaspii' group
FO905889,225344,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria biglobosa,Leptosphaeria biglobosa 'thlaspii' group
FO905900,225344,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria biglobosa,Leptosphaeria biglobosa 'thlaspii' group
FO906003,225343,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria maculans,Leptosphaeria maculans 'lepidii' group
FO906011,225343,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria maculans,Leptosphaeria maculans 'lepidii' group
FO906012,225343,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria maculans,Leptosphaeria maculans 'lepidii' group
FO906013,225343,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria maculans,Leptosphaeria maculans 'lepidii' group
FO906019,225343,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria maculans,Leptosphaeria maculans 'lepidii' group
FO906020,225343,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria maculans,Leptosphaeria maculans 'lepidii' group
FO906022,225343,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria maculans,Leptosphaeria maculans 'lepidii' group
FO905612,225338,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria biglobosa,Leptosphaeria biglobosa 'brassicae' group
FO905645,225338,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria biglobosa,Leptosphaeria biglobosa 'brassicae' group
FO905646,225338,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria biglobosa,Leptosphaeria biglobosa 'brassicae' group
FO905657,225338,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria biglobosa,Leptosphaeria biglobosa 'brassicae' group
FO906254,225338,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria biglobosa,Leptosphaeria biglobosa 'brassicae' group
FO906531,225338,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria biglobosa,Leptosphaeria biglobosa 'brassicae' group
FO906637,225338,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria biglobosa,Leptosphaeria biglobosa 'brassicae' group
FO906377,225338,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria biglobosa,Leptosphaeria biglobosa 'brassicae' group
XM_010104901,981085,Eukaryota,Streptophyta,,Rosales,Moraceae,Morus,Morus notabilis,
LM651928,623,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,
CP009771,72407,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP009775,72407,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP009752,743278,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis,Bordetella pertussis B1920
CP009751,743277,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis,Bordetella pertussis B1917
CP009461,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
XM_010213197,94827,Eukaryota,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus guttatus,
CP009850,550,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,
CP009863,72407,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP009859,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
CP009851,550,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,
CP009854,550,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,
CP009871,1484157,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea sp. PSNIH2,
CP009872,72407,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP009865,72407,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP009866,1484157,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea sp. PSNIH2,
CP009879,72407,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP009876,72407,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP009962,279058,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas arenae,
CP009747,157782,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas parafulva,
LN681231,29486,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia ruckeri,
CP009104,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
AB812025,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
CP009974,1215087,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,Pseudomonas putida S12
CP010313,375,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium japonicum,
XM_010774850,8208,Eukaryota,Chordata,Actinopteri,Perciformes,Nototheniidae,Notothenia,Notothenia coriiceps,
KP215657,5022,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria maculans,
XM_010853972,43346,Eukaryota,Chordata,Mammalia,,Bovidae,Bison,Bison bison,
CP010323,1403053,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis,Bordetella pertussis 137
CP006738,1392500,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae HK787
CP010378,301105,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,
CP010384,301102,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,
CP010377,301105,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,
CP010390,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP010392,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP010361,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP006722,1392499,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP010431,93222,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea sputorum,
CP010310,93221,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea pulmonicola,
CP006929,1427366,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya zeae,Dickeya zeae EC1
CP007645,1432049,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium etli,Rhizobium etli bv. phaseoli
CP007642,1432049,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium etli,Rhizobium etli bv. phaseoli
CP004387,391936,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax pacificus,Alcanivorax pacificus W11-5
CP006857,1308541,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri,
CP007399,287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
CP007511,1123016,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas balearica,Pseudomonas balearica DSM 6083
KM355974,75736,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,,Starmerella,Starmerella bombicola,
CP010315,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
XM_011124681,756982,Eukaryota,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys oligospora,Arthrobotrys oligospora ATCC 24927
XM_011126558,756982,Eukaryota,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys oligospora,Arthrobotrys oligospora ATCC 24927
XM_011116155,1284197,Eukaryota,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylellina,Dactylellina haptotyla,Dactylellina haptotyla CBS 200.50
CP010523,244366,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella variicola,
CP010518,93218,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea apista,
XM_011149733,610380,Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Harpegnathos,Harpegnathos saltator,
XM_011149734,610380,Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Harpegnathos,Harpegnathos saltator,
XM_011149735,610380,Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Harpegnathos,Harpegnathos saltator,
CP010555,287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
CP009166,745156,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli 1303
CP010585,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
KP213282,338471,Eukaryota,Arthropoda,Insecta,Orthoptera,Acrididae,Ronderosia,Ronderosia bergi,
KP213283,338471,Eukaryota,Arthropoda,Insecta,Orthoptera,Acrididae,Ronderosia,Ronderosia bergi,
KP213284,338471,Eukaryota,Arthropoda,Insecta,Orthoptera,Acrididae,Ronderosia,Ronderosia bergi,
KP213285,338471,Eukaryota,Arthropoda,Insecta,Orthoptera,Acrididae,Ronderosia,Ronderosia bergi,
CP010344,758831,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli ECC-1470
CP010536,68895,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus basilensis,
LC011911,137527,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,Phoma betae,
CP009816,332648,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Botrytis cinerea,Botrytis cinerea B05.10
CP010816,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
CP009367,630,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia enterocolitica,
CP009491,632,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis,
CP009539,29486,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia ruckeri,
CP009703,632,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis,
CP009704,632,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis,
CP009711,273123,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis,Yersinia pseudotuberculosis IP 32953
CP009723,632,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis,
CP009721,632,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis,
CP009758,633,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis,
CP009715,386656,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis,Yersinia pestis Pestoides F
CP009713,386656,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis,Yersinia pestis Pestoides F
CP009781,1453495,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia aldovae,Yersinia aldovae 670-83
CP009840,1035377,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis,Yersinia pestis A1122
CP009783,632,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis,
